,Preço,Preço Realizado,Preço de NVT,Custos Evitados,Preço de Metcalfe,Preço de Estoque-Fluxo
2013-08-27,117.75979076563401,52.707259970472656,77.57170686703155,47.85250860754263,96.91901724079851,84.00215735866642
2013-08-28,118.31741437755699,52.88250751534192,80.62959671362827,47.951256591614396,96.97078676571975,84.67966556339081
2013-08-29,118.835638223261,53.072763443680316,82.67136178090882,47.984226532604815,97.02586904408804,85.27332112682917
2013-08-30,124.885379602572,53.31972657687445,83.62152677609635,47.99503408630382,97.0857468497472,85.78764047600272
2013-08-31,128.37797895967302,53.57895377239986,84.21589921153583,48.04266051591895,97.15103914331459,86.45815695110544
2013-09-01,130.536372004676,53.82975273046154,85.85251002565371,48.20435055457189,97.21590759819937,87.07000820454164
2013-09-02,129.565371712449,54.03992011182101,87.65491514142761,48.37086934542059,97.279169835441,87.68332707970993
2013-09-03,129.18280362361202,54.40883899342213,88.0697613954305,48.94005251984153,97.33638442501976,88.18780899987641
2013-09-04,122.52923874926901,54.42262598810339,88.36567236657592,49.66991585132806,98.19366890017021,88.91730548349744
2013-09-05,122.370085037989,54.50737284783431,89.51110839167809,50.21283734978097,98.24732607353985,89.52388084643039
2013-09-06,117.861146405611,54.54032295532261,90.90320472811541,50.77255962969439,98.30289561764128,90.07269108167432
2013-09-07,119.814989479836,54.62454026242947,91.38387474644713,51.44608219872365,98.34653115601549,90.85189178119812
2013-09-08,118.057386323787,54.66373777314,92.0183929681769,51.71948851665517,98.39385835899306,91.38438839441045
2013-09-09,121.259272647575,54.867576779823246,94.24253556283679,51.934233290086496,98.45517637500723,92.02648180715438
2013-09-10,122.21553018936301,54.98239814230828,95.99546198447882,52.11195026726318,98.51299790106724,92.56309510530257
2013-09-11,127.08822706019899,55.18850617554906,97.38261073461571,52.267786888713296,98.57367755655508,93.21741542227426
2013-09-12,126.780723553478,55.501351374060064,99.21207217947725,52.39330873523239,98.63845199033524,93.89001212684929
